https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDC,tradecount
1645797600000,2022-02-25 14:00:00,ETHUSDC,2712.48,2716.19,2679.14,2683.9,728.5248,1966749.579723,1461
1645794000000,2022-02-25 13:00:00,ETHUSDC,2710.41,2736.66,2703.38,2712.5,517.117,1405304.451775,1107
1645790400000,2022-02-25 12:00:00,ETHUSDC,2635.05,2715.91,2635.05,2706.16,891.2559,2390274.845859,1635
1645786800000,2022-02-25 11:00:00,ETHUSDC,2617.05,2641.79,2600.45,2633.95,247.1219,648161.480692,602
1645783200000,2022-02-25 10:00:00,ETHUSDC,2618.38,2627.38,2607.01,2614.76,629.0447,1645657.713807,948
1645779600000,2022-02-25 09:00:00,ETHUSDC,2609.62,2625.61,2573.06,2616.7,357.3887,926970.269749,771
1645776000000,2022-02-25 08:00:00,ETHUSDC,2613.12,2618.62,2592.65,2610.97,343.9315,895406.197102,619
1645772400000,2022-02-25 07:00:00,ETHUSDC,2633.32,2648.0,2607.14,2612.52,394.6921,1035809.213479,856
1645768800000,2022-02-25 06:00:00,ETHUSDC,2609.86,2639.91,2599.09,2633.4,175.1396,460066.39883,513
1645765200000,2022-02-25 05:00:00,ETHUSDC,2619.6,2625.72,2587.52,2606.38,419.9087,1095329.029334,856
1645761600000,2022-02-25 04:00:00,ETHUSDC,2637.3,2638.62,2613.28,2616.54,284.947,749600.532064,694
1645758000000,2022-02-25 03:00:00,ETHUSDC,2637.26,2642.37,2605.86,2637.7,576.6231,1514141.632873,1101
1645754400000,2022-02-25 02:00:00,ETHUSDC,2628.13,2651.63,2625.42,2641.3,188.3384,496944.480875,435
1645750800000,2022-02-25 01:00:00,ETHUSDC,2585.43,2648.31,2584.29,2632.39,317.6948,833516.23717,669
1645747200000,2022-02-25 00:00:00,ETHUSDC,2596.51,2631.12,2583.76,2586.22,254.6818,664464.433285,612
1645743600000,2022-02-24 23:00:00,ETHUSDC,2567.1,2604.94,2567.1,2600.1,313.8501,812906.3781,590
1645740000000,2022-02-24 22:00:00,ETHUSDC,2641.23,2644.95,2545.96,2567.1,526.9585,1362407.398644,1191
1645736400000,2022-02-24 21:00:00,ETHUSDC,2651.97,2656.06,2619.61,2637.21,593.9725,1568329.013892,1117
1645732800000,2022-02-24 20:00:00,ETHUSDC,2597.34,2738.02,2597.34,2651.75,2230.761,5938653.151541,4737
1645729200000,2022-02-24 19:00:00,ETHUSDC,2527.53,2602.08,2514.61,2597.94,1208.1446,3084357.85219,2482
1645725600000,2022-02-24 18:00:00,ETHUSDC,2435.66,2556.0,2433.42,2526.0,1546.3892,3838833.263275,2218
1645722000000,2022-02-24 17:00:00,ETHUSDC,2477.08,2477.08,2430.99,2436.64,493.6578,1207065.959133,978
1645718400000,2022-02-24 16:00:00,ETHUSDC,2456.44,2493.16,2450.02,2476.24,1182.3276,2921542.784567,2592
1645714800000,2022-02-24 15:00:00,ETHUSDC,2436.58,2476.97,2417.65,2458.2,1401.0403,3429097.439004,2746
1645711200000,2022-02-24 14:00:00,ETHUSDC,2393.68,2446.24,2376.38,2438.4,1474.6274,3566285.162793,2360
1645707600000,2022-02-24 13:00:00,ETHUSDC,2370.46,2411.9,2350.01,2393.98,630.713,1501729.45104,1182
1645704000000,2022-02-24 12:00:00,ETHUSDC,2394.55,2395.04,2358.51,2368.8,467.3328,1108603.795701,984
1645700400000,2022-02-24 11:00:00,ETHUSDC,2361.9,2396.67,2335.22,2393.94,1098.9753,2585738.95218,1525
1645696800000,2022-02-24 10:00:00,ETHUSDC,2370.15,2381.73,2332.14,2364.01,985.1016,2318735.331636,1352
1645693200000,2022-02-24 09:00:00,ETHUSDC,2383.97,2412.27,2364.97,2372.23,742.8506,1774466.040832,1065
1645689600000,2022-02-24 08:00:00,ETHUSDC,2370.27,2425.93,2360.66,2382.28,1307.9403,3126689.299742,2283
1645686000000,2022-02-24 07:00:00,ETHUSDC,2340.54,2400.43,2302.0,2370.82,2947.4535,6870751.139022,3594
1645682400000,2022-02-24 06:00:00,ETHUSDC,2337.03,2355.77,2328.83,2340.6,1241.7625,2908751.676896,1923
1645678800000,2022-02-24 05:00:00,ETHUSDC,2404.16,2407.47,2301.89,2335.36,6158.175,14452326.356027,6127
1645675200000,2022-02-24 04:00:00,ETHUSDC,2399.02,2409.95,2356.77,2403.19,3168.3534,7566194.805066,4511
1645671600000,2022-02-24 03:00:00,ETHUSDC,2498.35,2498.35,2389.86,2400.36,2413.6298,5888423.315015,3846
1645668000000,2022-02-24 02:00:00,ETHUSDC,2576.29,2576.29,2491.33,2497.28,863.9285,2189391.21427,1210
1645664400000,2022-02-24 01:00:00,ETHUSDC,2564.14,2576.94,2547.25,2570.76,587.6546,1506504.085362,849
1645660800000,2022-02-24 00:00:00,ETHUSDC,2579.42,2593.84,2561.07,2561.85,590.4811,1518736.661945,1130
1645657200000,2022-02-23 23:00:00,ETHUSDC,2639.18,2639.18,2577.0,2580.17,957.2158,2480255.105217,1227
1645653600000,2022-02-23 22:00:00,ETHUSDC,2618.66,2639.37,2598.7,2639.18,555.1688,1460749.605193,867
1645650000000,2022-02-23 21:00:00,ETHUSDC,2626.27,2635.61,2609.74,2616.32,336.2602,882587.825398,553
1645646400000,2022-02-23 20:00:00,ETHUSDC,2633.68,2642.18,2610.84,2624.35,323.7345,849790.781381,675
1645642800000,2022-02-23 19:00:00,ETHUSDC,2651.6,2664.79,2620.58,2634.31,468.384,1235962.210991,753
1645639200000,2022-02-23 18:00:00,ETHUSDC,2666.28,2670.14,2639.74,2651.2,317.586,842376.034659,746
1645635600000,2022-02-23 17:00:00,ETHUSDC,2712.0,2731.04,2663.88,2668.15,437.5253,1180267.084856,730
1645632000000,2022-02-23 16:00:00,ETHUSDC,2687.65,2716.89,2677.67,2712.0,237.0172,639433.987177,558
1645628400000,2022-02-23 15:00:00,ETHUSDC,2709.81,2710.2,2685.43,2692.0,489.3304,1319485.052593,652
1645624800000,2022-02-23 14:00:00,ETHUSDC,2731.05,2739.67,2704.43,2708.71,1430.3813,3886884.662926,1658
1645621200000,2022-02-23 13:00:00,ETHUSDC,2737.63,2754.85,2723.1,2735.12,404.7892,1108793.7686,604
1645617600000,2022-02-23 12:00:00,ETHUSDC,2721.5,2751.04,2717.78,2744.51,593.6622,1621123.632721,606
1645614000000,2022-02-23 11:00:00,ETHUSDC,2718.09,2740.0,2706.04,2721.04,2401.5677,6544108.385485,2760
1645610400000,2022-02-23 10:00:00,ETHUSDC,2718.45,2725.2,2702.11,2719.77,324.2639,880228.486535,550
1645606800000,2022-02-23 09:00:00,ETHUSDC,2704.02,2725.22,2700.15,2713.64,723.5554,1964609.231177,872
1645603200000,2022-02-23 08:00:00,ETHUSDC,2698.23,2721.99,2682.99,2704.42,976.9344,2640563.08417,1355
1645599600000,2022-02-23 07:00:00,ETHUSDC,2663.22,2699.92,2662.64,2697.18,374.141,1002593.466854,697
1645596000000,2022-02-23 06:00:00,ETHUSDC,2659.93,2676.0,2656.77,2662.33,428.2946,1141923.532421,789
1645592400000,2022-02-23 05:00:00,ETHUSDC,2657.79,2666.76,2645.3,2658.22,277.4571,736771.500223,553
1645588800000,2022-02-23 04:00:00,ETHUSDC,2625.81,2660.75,2622.78,2654.84,261.0479,688865.381814,553
1645585200000,2022-02-23 03:00:00,ETHUSDC,2614.33,2626.06,2609.22,2625.62,422.7367,1106247.51334,500
1645581600000,2022-02-23 02:00:00,ETHUSDC,2624.43,2654.36,2599.78,2616.01,475.3823,1244486.908954,816
1645578000000,2022-02-23 01:00:00,ETHUSDC,2627.52,2628.26,2611.43,2623.31,147.9469,387848.54937,322
1645574400000,2022-02-23 00:00:00,ETHUSDC,2639.21,2656.57,2621.67,2627.8,366.964,967689.768084,556
1645570800000,2022-02-22 23:00:00,ETHUSDC,2606.25,2656.58,2605.78,2639.31,321.2728,847524.67174,623
1645567200000,2022-02-22 22:00:00,ETHUSDC,2608.24,2615.54,2594.23,2605.88,83.3008,216677.43653,173
1645563600000,2022-02-22 21:00:00,ETHUSDC,2607.8,2622.78,2603.68,2606.41,367.1612,960460.189703,481
1645560000000,2022-02-22 20:00:00,ETHUSDC,2635.19,2646.37,2593.65,2601.69,310.2236,812400.225869,617
1645556400000,2022-02-22 19:00:00,ETHUSDC,2592.5,2641.96,2582.2,2633.92,707.4758,1847175.109226,1062
1645552800000,2022-02-22 18:00:00,ETHUSDC,2594.58,2615.02,2586.32,2589.78,713.3286,1850733.20709,548
1645549200000,2022-02-22 17:00:00,ETHUSDC,2603.0,2613.46,2583.54,2595.7,224.1126,581798.620619,372
1645545600000,2022-02-22 16:00:00,ETHUSDC,2624.86,2635.67,2587.55,2605.17,704.1451,1836238.611934,899
1645542000000,2022-02-22 15:00:00,ETHUSDC,2643.6,2666.38,2618.96,2620.5,511.1111,1350350.704235,934
1645538400000,2022-02-22 14:00:00,ETHUSDC,2616.98,2662.83,2570.76,2647.39,835.1433,2190212.724341,1227
1645534800000,2022-02-22 13:00:00,ETHUSDC,2606.26,2624.25,2576.39,2614.76,331.3599,859841.883985,582
1645531200000,2022-02-22 12:00:00,ETHUSDC,2586.99,2624.4,2568.3,2603.94,406.8218,1058123.143003,755
1645527600000,2022-02-22 11:00:00,ETHUSDC,2596.83,2606.29,2579.66,2588.93,246.4412,638098.074862,427
1645524000000,2022-02-22 10:00:00,ETHUSDC,2546.23,2607.24,2540.4,2597.32,943.7215,2440344.560692,1318
1645520400000,2022-02-22 09:00:00,ETHUSDC,2552.52,2559.84,2537.96,2546.86,1195.7011,3039008.50258,1247
1645516800000,2022-02-22 08:00:00,ETHUSDC,2517.85,2555.15,2515.66,2550.1,487.3288,1236069.32281,631
1645513200000,2022-02-22 07:00:00,ETHUSDC,2535.21,2536.46,2508.11,2516.76,255.6796,644975.478603,457
1645509600000,2022-02-22 06:00:00,ETHUSDC,2503.24,2534.99,2503.01,2530.98,251.6648,633635.307243,483
1645506000000,2022-02-22 05:00:00,ETHUSDC,2511.85,2547.54,2500.02,2505.9,983.9358,2475975.979525,929
1645502400000,2022-02-22 04:00:00,ETHUSDC,2520.63,2541.57,2509.9,2511.79,455.9025,1150666.286845,811
1645498800000,2022-02-22 03:00:00,ETHUSDC,2577.74,2577.74,2507.86,2516.11,917.0035,2320429.609496,1409
1645495200000,2022-02-22 02:00:00,ETHUSDC,2602.63,2602.63,2566.74,2578.79,344.5766,889106.20608,589
1645491600000,2022-02-22 01:00:00,ETHUSDC,2600.66,2621.63,2568.86,2604.17,406.0514,1053441.639968,813
1645488000000,2022-02-22 00:00:00,ETHUSDC,2574.27,2607.92,2553.11,2598.76,547.3057,1413421.334065,866
1645484400000,2022-02-21 23:00:00,ETHUSDC,2618.34,2630.17,2560.0,2568.08,549.5383,1421926.639367,1000
1645480800000,2022-02-21 22:00:00,ETHUSDC,2583.69,2643.28,2570.0,2621.02,803.2543,2090367.110733,1189
1645477200000,2022-02-21 21:00:00,ETHUSDC,2649.75,2675.06,2577.25,2582.22,469.4623,1232048.456862,840
1645473600000,2022-02-21 20:00:00,ETHUSDC,2653.07,2668.76,2629.61,2650.88,618.2377,1643347.363998,711
1645470000000,2022-02-21 19:00:00,ETHUSDC,2638.36,2664.53,2617.95,2653.88,517.3857,1366545.371742,1118
1645466400000,2022-02-21 18:00:00,ETHUSDC,2695.48,2705.65,2607.59,2640.18,1130.6956,2995537.17563,1833
1645462800000,2022-02-21 17:00:00,ETHUSDC,2716.3,2732.93,2691.32,2695.32,317.1265,859029.081536,684
1645459200000,2022-02-21 16:00:00,ETHUSDC,2723.15,2746.04,2704.22,2709.84,285.8927,779890.667799,471
1645455600000,2022-02-21 15:00:00,ETHUSDC,2702.2,2752.68,2702.2,2726.84,674.042,1842022.862246,1249
1645452000000,2022-02-21 14:00:00,ETHUSDC,2608.64,2730.83,2597.75,2703.93,1269.1138,3417038.892229,1985
1645448400000,2022-02-21 13:00:00,ETHUSDC,2610.0,2625.22,2582.94,2607.36,2744.1647,7144137.694154,3036
1645444800000,2022-02-21 12:00:00,ETHUSDC,2628.18,2644.91,2591.93,2610.33,1010.3845,2644120.810089,1155
1645441200000,2022-02-21 11:00:00,ETHUSDC,2679.79,2693.41,2606.64,2626.24,658.4443,1742789.926466,984
1645437600000,2022-02-21 10:00:00,ETHUSDC,2711.64,2721.84,2667.42,2681.85,361.7327,972939.352755,697
1645434000000,2022-02-21 09:00:00,ETHUSDC,2723.82,2733.25,2709.27,2716.49,91.0001,247469.557526,210
1645430400000,2022-02-21 08:00:00,ETHUSDC,2748.45,2762.03,2718.6,2723.48,167.0026,457343.886045,363
1645426800000,2022-02-21 07:00:00,ETHUSDC,2744.65,2755.79,2732.36,2752.27,311.5395,854696.584129,437
1645423200000,2022-02-21 06:00:00,ETHUSDC,2738.82,2744.66,2730.21,2742.95,276.4287,756786.96108,529
1645419600000,2022-02-21 05:00:00,ETHUSDC,2747.45,2757.93,2735.9,2738.82,122.3095,335627.284396,247
1645416000000,2022-02-21 04:00:00,ETHUSDC,2717.78,2751.29,2715.51,2746.01,312.3387,854287.123376,420
1645412400000,2022-02-21 03:00:00,ETHUSDC,2724.59,2739.93,2706.13,2711.77,172.8504,470431.085857,341
1645408800000,2022-02-21 02:00:00,ETHUSDC,2715.34,2732.52,2704.42,2721.62,206.1989,559791.323204,270
1645405200000,2022-02-21 01:00:00,ETHUSDC,2665.86,2735.13,2658.04,2715.26,507.1038,1375303.853825,932
1645401600000,2022-02-21 00:00:00,ETHUSDC,2623.14,2670.39,2608.23,2670.39,245.8573,647417.060628,450
1645398000000,2022-02-20 23:00:00,ETHUSDC,2653.22,2665.69,2619.08,2620.38,304.0636,804515.550138,551
1645394400000,2022-02-20 22:00:00,ETHUSDC,2599.03,2656.86,2598.8,2653.93,289.17,758348.301059,513
1645390800000,2022-02-20 21:00:00,ETHUSDC,2626.94,2633.85,2576.36,2598.68,956.4523,2493993.885262,1314
1645387200000,2022-02-20 20:00:00,ETHUSDC,2648.36,2648.36,2622.57,2625.45,139.5419,367158.554811,370
1645383600000,2022-02-20 19:00:00,ETHUSDC,2662.82,2662.82,2644.7,2648.36,120.3305,319261.314491,218
1645380000000,2022-02-20 18:00:00,ETHUSDC,2647.94,2669.41,2641.13,2662.69,336.5392,893186.677031,435
1645376400000,2022-02-20 17:00:00,ETHUSDC,2645.42,2660.96,2639.56,2648.15,456.621,1210723.634536,537
1645372800000,2022-02-20 16:00:00,ETHUSDC,2654.24,2675.56,2634.38,2647.5,389.2377,1031771.265391,700
1645369200000,2022-02-20 15:00:00,ETHUSDC,2627.8,2662.84,2624.28,2654.36,281.4991,744053.210072,434
1645365600000,2022-02-20 14:00:00,ETHUSDC,2630.87,2637.05,2602.14,2628.89,296.2966,776754.941242,622
1645362000000,2022-02-20 13:00:00,ETHUSDC,2626.46,2640.82,2621.37,2631.11,385.1033,1013355.77377,514
1645358400000,2022-02-20 12:00:00,ETHUSDC,2644.57,2665.85,2623.51,2625.26,327.0735,866265.353272,516
1645354800000,2022-02-20 11:00:00,ETHUSDC,2615.07,2648.58,2610.84,2644.53,109.3629,287657.62441,254
1645351200000,2022-02-20 10:00:00,ETHUSDC,2628.61,2643.91,2613.04,2614.48,605.6636,1597585.565209,784
1645347600000,2022-02-20 09:00:00,ETHUSDC,2604.93,2635.0,2600.25,2622.26,226.9539,594698.539738,624
1645344000000,2022-02-20 08:00:00,ETHUSDC,2656.37,2656.37,2604.16,2604.93,394.4362,1035505.929575,750
1645340400000,2022-02-20 07:00:00,ETHUSDC,2637.07,2657.78,2631.89,2656.99,364.3261,963369.849907,662
1645336800000,2022-02-20 06:00:00,ETHUSDC,2661.2,2666.73,2620.27,2638.26,684.4454,1807813.650303,957
1645333200000,2022-02-20 05:00:00,ETHUSDC,2687.86,2695.65,2655.55,2657.55,569.6584,1523220.745492,751
1645329600000,2022-02-20 04:00:00,ETHUSDC,2714.51,2718.57,2680.0,2682.89,467.373,1261369.833232,574
1645326000000,2022-02-20 03:00:00,ETHUSDC,2713.28,2720.34,2699.21,2714.6,687.744,1863406.484446,629
1645322400000,2022-02-20 02:00:00,ETHUSDC,2740.3,2741.91,2709.9,2712.71,97.1142,264616.324391,175
1645318800000,2022-02-20 01:00:00,ETHUSDC,2732.7,2744.98,2705.06,2738.35,282.4483,769492.723242,645
1645315200000,2022-02-20 00:00:00,ETHUSDC,2760.56,2763.22,2727.75,2731.67,44.6061,122193.656188,179
1645311600000,2022-02-19 23:00:00,ETHUSDC,2743.42,2769.15,2739.14,2765.75,65.8275,181271.868544,172
1645308000000,2022-02-19 22:00:00,ETHUSDC,2742.59,2750.09,2729.88,2745.18,1229.1299,3364057.089021,965
1645304400000,2022-02-19 21:00:00,ETHUSDC,2756.61,2757.86,2737.32,2741.38,505.6249,1385116.432189,502
1645300800000,2022-02-19 20:00:00,ETHUSDC,2743.04,2761.26,2741.43,2760.35,86.9655,239530.758387,167
1645297200000,2022-02-19 19:00:00,ETHUSDC,2753.39,2753.4,2739.61,2744.97,97.355,267511.987875,205
1645293600000,2022-02-19 18:00:00,ETHUSDC,2761.46,2763.63,2747.33,2750.15,100.9465,278208.204689,227
1645290000000,2022-02-19 17:00:00,ETHUSDC,2751.23,2766.1,2741.43,2766.1,163.8913,450734.871379,221
1645286400000,2022-02-19 16:00:00,ETHUSDC,2747.64,2797.71,2742.36,2750.39,846.8869,2347943.608388,1245
1645282800000,2022-02-19 15:00:00,ETHUSDC,2730.55,2753.31,2721.69,2747.64,85.4505,234379.9519,229
1645279200000,2022-02-19 14:00:00,ETHUSDC,2743.72,2745.42,2722.6,2733.13,94.0894,256946.0218,206
1645275600000,2022-02-19 13:00:00,ETHUSDC,2712.22,2747.74,2696.32,2743.72,827.3217,2258013.930097,965
1645272000000,2022-02-19 12:00:00,ETHUSDC,2724.88,2735.08,2703.0,2712.69,713.6357,1936815.341944,844
1645268400000,2022-02-19 11:00:00,ETHUSDC,2780.58,2784.14,2709.09,2722.79,589.2093,1608821.451657,955
1645264800000,2022-02-19 10:00:00,ETHUSDC,2784.52,2789.27,2763.64,2780.58,205.0159,568576.966085,345
1645261200000,2022-02-19 09:00:00,ETHUSDC,2783.71,2793.18,2776.81,2784.52,144.884,403505.29104,246
1645257600000,2022-02-19 08:00:00,ETHUSDC,2814.48,2820.0,2782.24,2783.71,121.541,340197.496939,246
1645254000000,2022-02-19 07:00:00,ETHUSDC,2823.02,2825.11,2809.92,2812.61,63.9152,180137.065555,169
1645250400000,2022-02-19 06:00:00,ETHUSDC,2811.14,2826.84,2805.5,2822.72,68.5838,192977.000425,170
1645246800000,2022-02-19 05:00:00,ETHUSDC,2817.97,2821.11,2803.51,2811.7,31.9239,89748.732675,95
1645243200000,2022-02-19 04:00:00,ETHUSDC,2806.77,2819.8,2797.3,2816.17,232.0715,652994.289801,421
1645239600000,2022-02-19 03:00:00,ETHUSDC,2816.73,2829.76,2803.82,2806.77,143.975,405454.642029,174
1645236000000,2022-02-19 02:00:00,ETHUSDC,2819.73,2824.41,2811.65,2820.16,126.5084,356818.515562,188
1645232400000,2022-02-19 01:00:00,ETHUSDC,2811.32,2830.57,2811.01,2821.06,134.5327,379436.154874,370
1645228800000,2022-02-19 00:00:00,ETHUSDC,2779.91,2812.96,2768.69,2810.82,183.268,511261.163334,359
1645225200000,2022-02-18 23:00:00,ETHUSDC,2776.43,2791.71,2769.28,2781.11,219.5656,610877.291577,343
1645221600000,2022-02-18 22:00:00,ETHUSDC,2783.0,2793.17,2755.51,2780.49,306.2078,849506.912516,565
1645218000000,2022-02-18 21:00:00,ETHUSDC,2790.52,2808.47,2782.35,2783.0,466.006,1302162.692702,781
1645214400000,2022-02-18 20:00:00,ETHUSDC,2802.08,2807.61,2773.67,2787.93,853.9434,2376803.823377,1154
1645210800000,2022-02-18 19:00:00,ETHUSDC,2795.14,2812.28,2784.4,2794.75,341.6344,955824.848814,605
1645207200000,2022-02-18 18:00:00,ETHUSDC,2785.82,2798.38,2752.34,2797.73,496.1273,1374753.339079,859
1645203600000,2022-02-18 17:00:00,ETHUSDC,2787.14,2812.56,2775.0,2787.71,395.7817,1104022.487837,710
1645200000000,2022-02-18 16:00:00,ETHUSDC,2801.02,2826.52,2767.0,2788.19,875.4054,2448174.894767,1386
1645196400000,2022-02-18 15:00:00,ETHUSDC,2852.92,2869.98,2787.17,2801.03,670.4288,1893465.35028,1347
1645192800000,2022-02-18 14:00:00,ETHUSDC,2899.3,2907.96,2800.0,2851.72,1583.9972,4491578.685067,1987
1645189200000,2022-02-18 13:00:00,ETHUSDC,2904.18,2905.72,2877.61,2900.0,134.8242,389856.314961,329
1645185600000,2022-02-18 12:00:00,ETHUSDC,2880.51,2908.73,2870.0,2903.19,249.218,720667.013155,372
1645182000000,2022-02-18 11:00:00,ETHUSDC,2919.69,2919.69,2874.17,2879.39,395.1462,1143764.163085,547
1645178400000,2022-02-18 10:00:00,ETHUSDC,2930.21,2931.2,2908.63,2917.94,190.165,554766.206243,345
1645174800000,2022-02-18 09:00:00,ETHUSDC,2941.02,2942.87,2927.19,2931.67,214.1804,627945.451972,508
1645171200000,2022-02-18 08:00:00,ETHUSDC,2907.43,2945.52,2905.82,2941.02,280.4075,821166.818821,871
1645167600000,2022-02-18 07:00:00,ETHUSDC,2906.81,2918.92,2897.91,2906.03,168.3355,489556.829848,425
1645164000000,2022-02-18 06:00:00,ETHUSDC,2901.12,2914.25,2896.79,2907.7,80.3899,233461.928554,268
1645160400000,2022-02-18 05:00:00,ETHUSDC,2880.77,2907.41,2879.47,2899.33,164.0206,475075.920178,389
1645156800000,2022-02-18 04:00:00,ETHUSDC,2909.62,2913.1,2878.79,2878.79,287.7035,834106.630491,509
1645153200000,2022-02-18 03:00:00,ETHUSDC,2906.47,2915.04,2898.34,2909.21,139.8908,406784.611334,273
1645149600000,2022-02-18 02:00:00,ETHUSDC,2911.68,2921.0,2897.21,2906.75,166.3176,483578.85265,299
1645146000000,2022-02-18 01:00:00,ETHUSDC,2890.65,2920.48,2869.46,2911.72,272.0125,787833.870207,618
1645142400000,2022-02-18 00:00:00,ETHUSDC,2892.61,2897.47,2863.95,2892.0,215.5604,621175.404334,511
1645138800000,2022-02-17 23:00:00,ETHUSDC,2900.85,2901.34,2874.83,2895.14,172.0176,497074.750062,323
1645135200000,2022-02-17 22:00:00,ETHUSDC,2897.12,2904.55,2874.3,2900.11,521.1842,1504032.026124,622
1645131600000,2022-02-17 21:00:00,ETHUSDC,2902.61,2908.36,2854.12,2895.74,467.4973,1346123.94331,939
1645128000000,2022-02-17 20:00:00,ETHUSDC,2910.08,2916.45,2884.32,2900.3,454.9773,1319823.413358,761
1645124400000,2022-02-17 19:00:00,ETHUSDC,2921.55,2924.49,2892.81,2911.82,433.1735,1260494.307623,663
1645120800000,2022-02-17 18:00:00,ETHUSDC,2950.0,2957.73,2884.21,2924.4,947.9953,2765093.49695,1528
1645117200000,2022-02-17 17:00:00,ETHUSDC,2984.01,2984.01,2937.53,2953.07,568.6652,1684973.998345,818
1645113600000,2022-02-17 16:00:00,ETHUSDC,2989.94,3007.33,2968.01,2982.26,533.5345,1595626.36291,894
1645110000000,2022-02-17 15:00:00,ETHUSDC,2973.28,2996.76,2968.01,2990.58,304.7688,909572.544976,645
1645106400000,2022-02-17 14:00:00,ETHUSDC,2993.89,3019.6,2963.93,2974.74,597.7967,1791610.939659,1137
1645102800000,2022-02-17 13:00:00,ETHUSDC,3069.17,3073.92,2988.22,2994.54,636.1072,1923514.595568,1385
1645099200000,2022-02-17 12:00:00,ETHUSDC,3067.19,3088.61,3059.35,3066.48,180.6967,555946.290074,367
1645095600000,2022-02-17 11:00:00,ETHUSDC,3049.29,3068.49,3047.34,3066.83,147.3066,450548.534581,264
1645092000000,2022-02-17 10:00:00,ETHUSDC,3060.57,3078.72,3041.94,3048.92,338.3249,1033761.988734,435
1645088400000,2022-02-17 09:00:00,ETHUSDC,3066.81,3074.93,3036.83,3062.8,300.5039,918592.958824,571
1645084800000,2022-02-17 08:00:00,ETHUSDC,3111.23,3139.63,3035.61,3066.35,667.6024,2060091.460663,1356
1645081200000,2022-02-17 07:00:00,ETHUSDC,3100.5,3113.12,3082.34,3111.68,209.1428,647347.934806,331
1645077600000,2022-02-17 06:00:00,ETHUSDC,3067.22,3107.15,3067.22,3101.11,329.6978,1019249.370949,513
1645074000000,2022-02-17 05:00:00,ETHUSDC,3065.56,3077.23,3054.84,3070.74,168.6628,517051.048557,234
1645070400000,2022-02-17 04:00:00,ETHUSDC,3085.1,3085.1,3052.34,3067.57,749.4967,2301083.487972,917
1645066800000,2022-02-17 03:00:00,ETHUSDC,3133.3,3133.61,3085.1,3085.1,307.1051,955185.12203,568
1645063200000,2022-02-17 02:00:00,ETHUSDC,3143.78,3153.21,3121.48,3134.43,447.1587,1404109.238219,600
1645059600000,2022-02-17 01:00:00,ETHUSDC,3150.58,3161.78,3138.18,3142.11,374.5498,1180128.588926,469
1645056000000,2022-02-17 00:00:00,ETHUSDC,3125.24,3155.66,3123.05,3152.69,189.541,594922.932132,403
1645052400000,2022-02-16 23:00:00,ETHUSDC,3138.56,3159.06,3120.33,3124.96,244.6649,769420.02712,430
1645048800000,2022-02-16 22:00:00,ETHUSDC,3141.61,3152.51,3126.96,3136.58,197.1675,619222.645794,376
1645045200000,2022-02-16 21:00:00,ETHUSDC,3148.73,3160.82,3125.88,3141.33,132.6574,417515.759586,347
1645041600000,2022-02-16 20:00:00,ETHUSDC,3171.63,3179.86,3149.99,3151.07,279.4243,884556.818295,464
1645038000000,2022-02-16 19:00:00,ETHUSDC,3095.98,3189.99,3083.98,3170.07,5222.1084,16318630.233199,4714
1645034400000,2022-02-16 18:00:00,ETHUSDC,3071.65,3106.27,3067.27,3092.72,717.9045,2210689.626189,825
1645030800000,2022-02-16 17:00:00,ETHUSDC,3081.61,3086.21,3069.8,3072.7,1848.5706,5694973.902269,1765
1645027200000,2022-02-16 16:00:00,ETHUSDC,3068.53,3090.09,3045.29,3082.2,224.3584,688253.031879,523
1645023600000,2022-02-16 15:00:00,ETHUSDC,3063.27,3078.11,3060.0,3066.38,208.13,638816.038546,419
1645020000000,2022-02-16 14:00:00,ETHUSDC,3074.78,3082.63,3050.0,3064.75,418.4595,1283813.225658,781
1645016400000,2022-02-16 13:00:00,ETHUSDC,3121.88,3123.74,3065.0,3074.9,580.16,1793704.63024,1150
1645012800000,2022-02-16 12:00:00,ETHUSDC,3135.9,3146.45,3113.38,3117.9,172.4127,538966.527776,379
1645009200000,2022-02-16 11:00:00,ETHUSDC,3132.0,3142.46,3129.91,3136.49,88.8922,278877.98193,276
1645005600000,2022-02-16 10:00:00,ETHUSDC,3130.18,3137.1,3115.7,3131.67,302.4482,946413.372889,422
1645002000000,2022-02-16 09:00:00,ETHUSDC,3140.62,3153.84,3129.41,3129.47,90.6687,284820.473066,269
1644998400000,2022-02-16 08:00:00,ETHUSDC,3152.27,3164.53,3140.07,3142.79,187.0459,589957.647968,461
1644994800000,2022-02-16 07:00:00,ETHUSDC,3137.12,3153.95,3128.55,3152.02,142.2587,446533.255063,326
1644991200000,2022-02-16 06:00:00,ETHUSDC,3129.57,3149.99,3128.02,3136.5,168.862,530218.882991,343
1644987600000,2022-02-16 05:00:00,ETHUSDC,3124.96,3137.91,3122.55,3131.56,162.0497,507087.777052,410
1644984000000,2022-02-16 04:00:00,ETHUSDC,3141.91,3142.48,3106.87,3125.25,305.3336,953741.499129,614
1644980400000,2022-02-16 03:00:00,ETHUSDC,3155.84,3176.23,3140.57,3143.46,131.8421,416606.494735,447
1644976800000,2022-02-16 02:00:00,ETHUSDC,3141.11,3158.23,3136.76,3156.46,97.4402,306272.051923,309
